agency_cd,site_no,parameter_cd,ts_id,year_nu,month_nu,mean_va,year_month
USGS,8481500,60,100069,1981,10,11.3,1981-10-15
USGS,8481500,60,100069,1981,11,14.3,1981-11-15
USGS,8481500,60,100069,1981,12,14.7,1981-12-15
USGS,8481500,60,100069,1982,1,14.8,1982-01-15
USGS,8481500,60,100069,1982,2,15.8,1982-02-15
USGS,8481500,60,100069,1982,3,11.4,1982-03-15
USGS,8481500,60,100069,1982,4,9.7,1982-04-15
USGS,8481500,60,100069,1982,5,11.6,1982-05-15
USGS,8481500,60,100069,1982,6,12.5,1982-06-15
USGS,8481500,60,100069,1982,7,12.9,1982-07-15
USGS,8481500,60,100069,1982,8,11.2,1982-08-15
USGS,8481500,60,100069,1982,9,12.9,1982-09-15
USGS,8481500,60,100069,1982,10,12.7,1982-10-15
USGS,8481500,60,100069,1982,11,13.5,1982-11-15
USGS,8481500,60,100069,1982,12,14.2,1982-12-15
USGS,8481500,60,100069,1983,1,13.4,1983-01-15
USGS,8481500,60,100069,1983,2,14,1983-02-15
USGS,8481500,60,100069,1983,3,16.2,1983-03-15
USGS,8481500,60,100069,1983,4,14.6,1983-04-15
USGS,8481500,60,100069,1983,5,13.5,1983-05-15
USGS,8481500,60,100069,1983,6,13.5,1983-06-15
USGS,8481500,60,100069,1983,7,8.33,1983-07-15
USGS,8481500,60,100069,1983,8,11.8,1983-08-15
USGS,8481500,60,100069,1983,9,13.1,1983-09-15
USGS,8481500,60,100069,1983,10,15.7,1983-10-15
USGS,8481500,60,100069,1983,11,15.8,1983-11-15
USGS,8481500,60,100069,1983,12,15.7,1983-12-15
USGS,8481500,60,100069,1984,1,15.3,1984-01-15
USGS,8481500,60,100069,1984,2,14.4,1984-02-15
USGS,8481500,60,100069,1984,3,13.9,1984-03-15
USGS,8481500,60,100069,1984,4,15.6,1984-04-15
USGS,8481500,60,100069,1984,5,12.7,1984-05-15
USGS,8481500,60,100069,1984,6,13.4,1984-06-15
USGS,8481500,60,100069,1984,7,11.3,1984-07-15
USGS,8481500,60,100069,1984,8,17.1,1984-08-15
USGS,8481500,60,100069,1984,9,14.8,1984-09-15
USGS,8481500,60,100069,1984,10,15.8,1984-10-15
USGS,8481500,60,100069,1984,11,16.9,1984-11-15
USGS,8481500,60,100069,1984,12,17.9,1984-12-15
USGS,8481500,60,100069,1985,1,19.7,1985-01-15
USGS,8481500,60,100069,1985,2,19.8,1985-02-15
USGS,8481500,60,100069,1985,3,19.3,1985-03-15
USGS,8481500,60,100069,1985,4,22.1,1985-04-15
USGS,8481500,60,100069,1985,5,20,1985-05-15
USGS,8481500,60,100069,1985,6,18.2,1985-06-15
USGS,8481500,60,100069,1985,7,18.3,1985-07-15
USGS,8481500,60,100069,1985,8,22.8,1985-08-15
USGS,8481500,60,100069,1985,9,21.2,1985-09-15
USGS,8481500,60,100069,1985,10,23.4,1985-10-15
USGS,8481500,60,100069,1985,11,21.5,1985-11-15
USGS,8481500,60,100069,1985,12,21.9,1985-12-15
USGS,8481500,60,100069,1986,1,21.9,1986-01-15
USGS,8481500,60,100069,1986,2,21.6,1986-02-15
USGS,8481500,60,100069,1986,3,21.1,1986-03-15
USGS,8481500,60,100069,1986,4,17.7,1986-04-15
USGS,8481500,60,100069,1986,5,17.2,1986-05-15
USGS,8481500,60,100069,1986,6,20.7,1986-06-15
USGS,8481500,60,100069,1986,7,22.3,1986-07-15
USGS,8481500,60,100069,1986,8,19.2,1986-08-15
USGS,8481500,60,100069,1986,9,20.3,1986-09-15
USGS,8481500,60,100069,1986,10,23.7,1986-10-15
USGS,8481500,60,100069,1986,11,23.7,1986-11-15
USGS,8481500,60,100069,1986,12,23.7,1986-12-15
USGS,8481500,60,100069,1987,1,23.5,1987-01-15
USGS,8481500,60,100069,1987,2,23.3,1987-02-15
USGS,8481500,60,100069,1987,3,23.5,1987-03-15
USGS,8481500,60,100069,1987,4,24,1987-04-15
USGS,8481500,60,100069,1987,5,22.2,1987-05-15
USGS,8481500,60,100069,1987,6,20.2,1987-06-15
USGS,8481500,60,100069,1987,7,23.4,1987-07-15
USGS,8481500,60,100069,1987,8,25.9,1987-08-15
USGS,8481500,60,100069,1987,9,19,1987-09-15
USGS,8481500,60,100069,1987,10,18.5,1987-10-15
USGS,8481500,60,100069,1987,11,21.6,1987-11-15
USGS,8481500,60,100069,1987,12,22,1987-12-15
USGS,8481500,60,100069,1988,1,22.1,1988-01-15
USGS,8481500,60,100069,1988,2,22.3,1988-02-15
USGS,8481500,60,100069,1988,3,21.7,1988-03-15
USGS,8481500,60,100069,1988,4,21.5,1988-04-15
USGS,8481500,60,100069,1988,5,21.6,1988-05-15
USGS,8481500,60,100069,1988,6,21.1,1988-06-15
USGS,8481500,60,100069,1988,7,18.9,1988-07-15
USGS,8481500,60,100069,1988,8,38.8,1988-08-15
USGS,8481500,60,100069,1988,9,23.5,1988-09-15
USGS,8481500,60,100069,1988,10,21.9,1988-10-15
USGS,8481500,60,100069,1988,11,25.1,1988-11-15
USGS,8481500,60,100069,1988,12,25.5,1988-12-15
USGS,8481500,60,100069,1989,1,23.5,1989-01-15
USGS,8481500,60,100069,1989,2,24,1989-02-15
USGS,8481500,60,100069,1989,3,23.8,1989-03-15
USGS,8481500,60,100069,1989,4,22.6,1989-04-15
USGS,8481500,60,100069,1989,5,20.1,1989-05-15
USGS,8481500,60,100069,1989,6,14.1,1989-06-15
USGS,8481500,60,100069,1989,7,25.9,1989-07-15
USGS,8481500,60,100069,1989,8,19.7,1989-08-15
USGS,8481500,60,100069,1989,9,21.5,1989-09-15
USGS,8481500,60,100069,1989,10,19,1989-10-15
USGS,8481500,60,100069,1989,11,19.1,1989-11-15
USGS,8481500,60,100069,1989,12,21.7,1989-12-15
USGS,8481500,60,100069,1990,1,22.6,1990-01-15
USGS,8481500,60,100069,1990,2,22,1990-02-15
USGS,8481500,60,100069,1990,3,19.4,1990-03-15
USGS,8481500,60,100069,1990,4,20.7,1990-04-15
USGS,8481500,60,100069,1990,5,19.5,1990-05-15
USGS,8481500,60,100069,1990,6,15.5,1990-06-15
USGS,8481500,60,100069,1990,7,21.2,1990-07-15
USGS,8481500,60,100069,1990,8,27,1990-08-15
USGS,8481500,60,100069,1990,9,36,1990-09-15
USGS,8481500,60,100069,1990,10,26,1990-10-15
USGS,8481500,60,100069,1990,11,24.9,1990-11-15
USGS,8481500,60,100069,1990,12,23.7,1990-12-15
USGS,8481500,60,100069,1991,1,22.1,1991-01-15
USGS,8481500,60,100069,1991,2,23.2,1991-02-15
USGS,8481500,60,100069,1991,3,22.6,1991-03-15
USGS,8481500,60,100069,1991,4,19.2,1991-04-15
USGS,8481500,60,100069,1991,5,17.8,1991-05-15
USGS,8481500,60,100069,1991,6,14.5,1991-06-15
USGS,8481500,60,100069,1991,7,24.9,1991-07-15
USGS,8481500,60,100069,1991,8,37.4,1991-08-15
USGS,8481500,60,100069,1991,9,27,1991-09-15
USGS,8481500,60,100069,1991,10,22.2,1991-10-15
USGS,8481500,60,100069,1991,11,26.9,1991-11-15
USGS,8481500,60,100069,1991,12,26.5,1991-12-15
USGS,8481500,60,100069,1992,1,26.3,1992-01-15
USGS,8481500,60,100069,1992,2,26.1,1992-02-15
USGS,8481500,60,100069,1992,3,24.5,1992-03-15
USGS,8481500,60,100069,1992,4,24.7,1992-04-15
USGS,8481500,60,100069,1992,5,24.3,1992-05-15
USGS,8481500,60,100069,1992,6,18.6,1992-06-15
USGS,8481500,60,100069,1992,7,18.3,1992-07-15
USGS,8481500,60,100069,1992,8,22.7,1992-08-15
USGS,8481500,60,100069,1992,9,20.3,1992-09-15
USGS,8481500,60,100069,1992,10,20.3,1992-10-15
USGS,8481500,60,100069,1992,11,18.7,1992-11-15
USGS,8481500,60,100069,1992,12,21.2,1992-12-15
USGS,8481500,60,100069,1993,1,24.3,1993-01-15
USGS,8481500,60,100069,1993,2,25.6,1993-02-15
USGS,8481500,60,100069,1993,3,21.9,1993-03-15
USGS,8481500,60,100069,1993,4,20.5,1993-04-15
USGS,8481500,60,100069,1993,5,21.8,1993-05-15
USGS,8481500,60,100069,1993,6,19.7,1993-06-15
USGS,8481500,60,100069,1993,7,17.9,1993-07-15
USGS,8481500,60,100069,1993,8,18.8,1993-08-15
USGS,8481500,60,100069,1993,9,22.6,1993-09-15
USGS,8481500,60,100069,1993,10,21.2,1993-10-15
USGS,8481500,60,100069,1993,11,21.5,1993-11-15
USGS,8481500,60,100069,1993,12,23.3,1993-12-15
USGS,8481500,60,100069,1994,1,22.9,1994-01-15
USGS,8481500,60,100069,1994,2,21.6,1994-02-15
USGS,8481500,60,100069,1994,3,23.3,1994-03-15
USGS,8481500,60,100069,1994,4,23.9,1994-04-15
USGS,8481500,60,100069,1994,5,20.3,1994-05-15
USGS,8481500,60,100069,1994,6,17.1,1994-06-15
USGS,8481500,60,100069,1994,7,18,1994-07-15
USGS,8481500,60,100069,1994,8,20.1,1994-08-15
USGS,8481500,60,100069,1994,9,25.8,1994-09-15
USGS,8481500,60,100069,1994,10,18.8,1994-10-15
USGS,8481500,60,100069,1994,11,18.8,1994-11-15
USGS,8481500,60,100069,1994,12,26.1,1994-12-15
USGS,8481500,60,100069,1995,1,27.3,1995-01-15
USGS,8481500,60,100069,1995,2,23.6,1995-02-15
USGS,8481500,60,100069,1995,3,21.6,1995-03-15
USGS,8481500,60,100069,1995,4,19.4,1995-04-15
USGS,8481500,60,100069,1995,5,19.9,1995-05-15
USGS,8481500,60,100069,1995,6,20.1,1995-06-15
USGS,8481500,60,100069,1995,7,29.5,1995-07-15
USGS,8481500,60,100069,1995,8,21.5,1995-08-15
USGS,8481500,60,100069,1995,9,23.7,1995-09-15
USGS,8481500,60,100069,1995,10,20.2,1995-10-15
USGS,8481500,60,100069,1995,11,22,1995-11-15
USGS,8481500,60,100069,1995,12,22.1,1995-12-15
USGS,8481500,60,100069,1996,1,22.2,1996-01-15
USGS,8481500,60,100069,1996,2,22.8,1996-02-15
USGS,8481500,60,100069,1996,3,21.3,1996-03-15
USGS,8481500,60,100069,1996,4,19.8,1996-04-15
USGS,8481500,60,100069,1996,5,20.4,1996-05-15
USGS,8481500,60,100069,1996,6,17.4,1996-06-15
USGS,8481500,60,100069,1996,7,25.2,1996-07-15
USGS,8481500,60,100069,1996,8,40.9,1996-08-15
USGS,8481500,60,100069,1996,9,21,1996-09-15
USGS,8481500,60,100069,2002,5,13.4,2002-05-15
USGS,8481500,60,100069,2002,6,12.2,2002-06-15
USGS,8481500,60,100069,2002,7,23.7,2002-07-15
USGS,8481500,60,100069,2002,8,15.5,2002-08-15
USGS,8481500,60,100069,2002,9,17.3,2002-09-15
USGS,8481500,60,100069,2002,10,16,2002-10-15
USGS,8481500,60,100069,2002,11,15,2002-11-15
USGS,8481500,60,100069,2002,12,16.8,2002-12-15
USGS,8481500,60,100069,2003,1,18.3,2003-01-15
USGS,8481500,60,100069,2003,2,16.5,2003-02-15
USGS,8481500,60,100069,2003,3,14.5,2003-03-15
USGS,8481500,60,100069,2003,4,14.1,2003-04-15
USGS,8481500,60,100069,2003,5,13.7,2003-05-15
USGS,8481500,60,100069,2003,6,14,2003-06-15
USGS,8481500,60,100069,2003,7,12.7,2003-07-15
USGS,8481500,60,100069,2003,8,13.3,2003-08-15
USGS,8481500,60,100069,2003,9,13.4,2003-09-15
USGS,8481500,60,100069,2003,10,14.9,2003-10-15
USGS,8481500,60,100069,2003,11,15.2,2003-11-15
USGS,8481500,60,100069,2003,12,15.6,2003-12-15
USGS,8481500,60,100069,2004,1,15.5,2004-01-15
USGS,8481500,60,100069,2004,2,15.7,2004-02-15
USGS,8481500,60,100069,2004,3,16.2,2004-03-15
USGS,8481500,60,100069,2004,4,15.8,2004-04-15
USGS,8481500,60,100069,2004,5,11.8,2004-05-15
USGS,8481500,60,100069,2004,6,11.7,2004-06-15
USGS,8481500,60,100069,2004,7,12.1,2004-07-15
USGS,8481500,60,100069,2004,8,14.2,2004-08-15
USGS,8481500,60,100069,2004,9,16.9,2004-09-15
USGS,8481500,60,100069,2004,10,19.6,2004-10-15
USGS,8481500,60,100069,2004,11,15.8,2004-11-15
USGS,8481500,60,100069,2004,12,14.8,2004-12-15
USGS,8481500,60,100069,2005,1,16.5,2005-01-15
USGS,8481500,60,100069,2005,2,18.1,2005-02-15
USGS,8481500,60,100069,2005,3,18.2,2005-03-15
USGS,8481500,60,100069,2005,4,16.6,2005-04-15
USGS,8481500,60,100069,2005,5,14.5,2005-05-15
USGS,8481500,60,100069,2005,6,12.5,2005-06-15
USGS,8481500,60,100069,2005,7,10.8,2005-07-15
USGS,8481500,60,100069,2005,8,12.3,2005-08-15
USGS,8481500,60,100069,2005,9,12,2005-09-15
USGS,8481500,60,100069,2005,10,12.7,2005-10-15
USGS,8481500,60,100069,2005,11,8.27,2005-11-15
USGS,8481500,60,100069,2005,12,12.2,2005-12-15
USGS,8481500,60,100069,2006,1,12.7,2006-01-15
USGS,8481500,60,100069,2006,2,13.4,2006-02-15
USGS,8481500,60,100069,2006,3,13.6,2006-03-15
USGS,8481500,60,100069,2006,4,11.7,2006-04-15
USGS,8481500,60,100069,2006,5,10.4,2006-05-15
USGS,8481500,60,100069,2006,6,9.08,2006-06-15
USGS,8481500,60,100069,2006,7,18.1,2006-07-15
USGS,8481500,60,100069,2006,8,52.3,2006-08-15
USGS,8481500,60,100069,2006,9,15.8,2006-09-15
USGS,8481500,60,100069,2006,10,17,2006-10-15
USGS,8481500,60,100069,2006,11,18.1,2006-11-15
USGS,8481500,60,100069,2006,12,17.7,2006-12-15
USGS,8481500,60,100069,2007,1,17.5,2007-01-15
USGS,8481500,60,100069,2007,2,16.4,2007-02-15
USGS,8481500,60,100069,2007,3,15.8,2007-03-15
USGS,8481500,60,100069,2007,4,16.5,2007-04-15
USGS,8481500,60,100069,2007,5,15,2007-05-15
USGS,8481500,60,100069,2007,6,12.2,2007-06-15
USGS,8481500,60,100069,2007,7,15.6,2007-07-15
USGS,8481500,60,100069,2007,8,14.7,2007-08-15
USGS,8481500,60,100069,2007,9,13.4,2007-09-15
USGS,8481500,60,100069,2007,10,13,2007-10-15
USGS,8481500,60,100069,2007,11,13.6,2007-11-15
USGS,8481500,60,100069,2007,12,15.8,2007-12-15
USGS,8481500,60,100069,2008,1,15.8,2008-01-15
USGS,8481500,60,100069,2008,2,15.8,2008-02-15
USGS,8481500,60,100069,2008,3,15.3,2008-03-15
USGS,8481500,60,100069,2008,4,14.3,2008-04-15
USGS,8481500,60,100069,2008,5,13.4,2008-05-15
USGS,8481500,60,100069,2008,6,13.4,2008-06-15
USGS,8481500,60,100069,2008,7,21.3,2008-07-15
USGS,8481500,60,100069,2008,8,15.2,2008-08-15
USGS,8481500,60,100069,2008,9,15.7,2008-09-15
USGS,8481500,60,100069,2008,10,14.4,2008-10-15
USGS,8481500,60,100069,2008,11,13.8,2008-11-15
USGS,8481500,60,100069,2008,12,14.8,2008-12-15
USGS,8481500,60,100069,2009,1,14.2,2009-01-15
USGS,8481500,60,100069,2009,2,14.7,2009-02-15
USGS,8481500,60,100069,2009,3,15.4,2009-03-15
USGS,8481500,60,100069,2009,4,14,2009-04-15
USGS,8481500,60,100069,2009,5,13.2,2009-05-15
USGS,8481500,60,100069,2009,6,14,2009-06-15
USGS,8481500,60,100069,2009,7,14.7,2009-07-15
USGS,8481500,60,100069,2009,8,11.9,2009-08-15
USGS,8481500,60,100069,2009,9,12.1,2009-09-15
USGS,8481500,60,100069,2009,10,12.5,2009-10-15
USGS,8481500,60,100069,2009,11,12.7,2009-11-15
USGS,8481500,60,100069,2009,12,15.1,2009-12-15
USGS,8481500,60,100069,2010,1,16,2010-01-15
USGS,8481500,60,100069,2010,2,16,2010-02-15
USGS,8481500,60,100069,2010,3,16.8,2010-03-15
USGS,8481500,60,100069,2010,4,15.4,2010-04-15
USGS,8481500,60,100069,2010,5,13.6,2010-05-15
USGS,8481500,60,100069,2010,6,10.9,2010-06-15
USGS,8481500,60,100069,2010,7,12.2,2010-07-15
USGS,8481500,60,100069,2010,8,16.7,2010-08-15
USGS,8481500,60,100069,2010,9,13.5,2010-09-15
USGS,8481500,60,100069,2010,10,15.3,2010-10-15
USGS,8481500,60,100069,2010,11,15.9,2010-11-15
USGS,8481500,60,100069,2010,12,15.9,2010-12-15
USGS,8481500,60,100069,2011,1,16.1,2011-01-15
USGS,8481500,60,100069,2011,2,12.1,2011-02-15
USGS,8481500,60,100069,2011,3,13.8,2011-03-15
USGS,8481500,60,100069,2011,4,14.8,2011-04-15
USGS,8481500,60,100069,2011,5,13.9,2011-05-15
USGS,8481500,60,100069,2011,6,12.3,2011-06-15
USGS,8481500,60,100069,2011,7,11.4,2011-07-15
USGS,8481500,60,100069,2011,8,13.1,2011-08-15
USGS,8481500,60,100069,2011,9,14,2011-09-15
USGS,8481500,60,100069,2011,10,14.2,2011-10-15
USGS,8481500,60,100069,2011,11,14.2,2011-11-15
USGS,8481500,60,100069,2011,12,16.2,2011-12-15
USGS,8481500,60,100069,2012,1,16,2012-01-15
USGS,8481500,60,100069,2012,2,17,2012-02-15
USGS,8481500,60,100069,2012,3,16.1,2012-03-15
USGS,8481500,60,100069,2012,4,14.7,2012-04-15
USGS,8481500,60,100069,2012,5,14.4,2012-05-15
USGS,8481500,60,100069,2012,6,13,2012-06-15
USGS,8481500,60,100069,2012,7,11.9,2012-07-15
USGS,8481500,60,100069,2012,8,11.4,2012-08-15
USGS,8481500,60,100069,2012,9,12.2,2012-09-15
USGS,8481500,60,100069,2012,10,13,2012-10-15
USGS,8481500,60,100069,2012,11,13.9,2012-11-15
USGS,8481500,60,100069,2012,12,14.6,2012-12-15
USGS,8481500,60,100069,2013,1,14.6,2013-01-15
USGS,8481500,60,100069,2013,2,15.9,2013-02-15
USGS,8481500,60,100069,2013,3,15.7,2013-03-15
USGS,8481500,60,100069,2013,4,13.6,2013-04-15
USGS,8481500,60,100069,2013,5,11.6,2013-05-15
USGS,8481500,60,100069,2013,6,13.2,2013-06-15
USGS,8481500,60,100069,2013,7,8.34,2013-07-15
USGS,8481500,60,100069,2013,8,13,2013-08-15
USGS,8481500,60,100069,2013,9,12.7,2013-09-15
USGS,8481500,60,100069,2013,10,13.6,2013-10-15
USGS,8481500,60,100069,2013,11,14.3,2013-11-15
USGS,8481500,60,100069,2013,12,14.4,2013-12-15
USGS,8481500,60,100069,2014,1,15.8,2014-01-15
USGS,8481500,60,100069,2014,2,18.9,2014-02-15
USGS,8481500,60,100069,2014,3,18.7,2014-03-15
USGS,8481500,60,100069,2014,4,16.9,2014-04-15
USGS,8481500,60,100069,2014,5,17.6,2014-05-15
USGS,8481500,60,100069,2014,6,17,2014-06-15
USGS,8481500,60,100069,2014,7,15.6,2014-07-15
USGS,8481500,60,100069,2014,8,15.8,2014-08-15
USGS,8481500,60,100069,2014,9,16.9,2014-09-15
USGS,8481500,60,100069,2014,10,15.4,2014-10-15
USGS,8481500,60,100069,2014,11,15.6,2014-11-15
USGS,8481500,60,100069,2014,12,16.2,2014-12-15
USGS,8481500,60,100069,2015,1,17.6,2015-01-15
USGS,8481500,60,100069,2015,2,18.7,2015-02-15
USGS,8481500,60,100069,2015,3,18,2015-03-15
USGS,8481500,60,100069,2015,4,16.7,2015-04-15
USGS,8481500,60,100069,2015,5,13.7,2015-05-15
USGS,8481500,60,100069,2015,6,13.2,2015-06-15
USGS,8481500,60,100069,2015,7,13.5,2015-07-15
USGS,8481500,60,100069,2015,8,13,2015-08-15
USGS,8481500,60,100069,2015,9,12.5,2015-09-15
USGS,8481500,60,100069,2015,10,12.7,2015-10-15
USGS,8481500,60,100069,2015,11,11.8,2015-11-15
USGS,8481500,60,100069,2015,12,12.7,2015-12-15
USGS,8481500,60,100069,2016,1,13.8,2016-01-15
USGS,8481500,60,100069,2016,2,14.4,2016-02-15
USGS,8481500,60,100069,2016,3,14.7,2016-03-15
USGS,8481500,60,100069,2016,4,14,2016-04-15
USGS,8481500,60,100069,2016,5,11.6,2016-05-15
USGS,8481500,60,100069,2016,6,10.7,2016-06-15
USGS,8481500,60,100069,2016,7,10.1,2016-07-15
USGS,8481500,60,100069,2016,8,11.3,2016-08-15
USGS,8481500,60,100069,2016,9,15.1,2016-09-15
USGS,8481500,60,100069,2016,10,14.5,2016-10-15
USGS,8481500,60,100069,2016,11,14.5,2016-11-15
USGS,8481500,60,100069,2017,1,13.6,2017-01-15
USGS,8481500,60,100069,2017,2,13.2,2017-02-15
USGS,8481500,60,100069,2017,3,13.1,2017-03-15
USGS,8481500,60,100069,2017,4,12.6,2017-04-15
USGS,8481500,60,100069,2017,5,11.1,2017-05-15
USGS,8481500,60,100069,2017,6,9.71,2017-06-15
USGS,8481500,60,100069,2017,7,12.8,2017-07-15
USGS,8481500,60,100069,2017,8,12.6,2017-08-15
USGS,8481500,60,100069,2017,9,9.63,2017-09-15
USGS,8481500,60,100069,2017,10,11.3,2017-10-15
USGS,8481500,60,100069,2017,11,13.2,2017-11-15
USGS,8481500,60,100069,2017,12,13.8,2017-12-15
USGS,8481500,60,100069,2018,1,14,2018-01-15
USGS,8481500,60,100069,2018,2,16.1,2018-02-15
USGS,8481500,60,100069,2018,3,16.1,2018-03-15
USGS,8481500,60,100069,2018,4,14.6,2018-04-15
USGS,8481500,60,100069,2018,5,11.1,2018-05-15
USGS,8481500,60,100069,2018,6,12,2018-06-15
USGS,8481500,60,100069,2018,7,10.6,2018-07-15
USGS,8481500,60,100069,2018,8,9.17,2018-08-15
USGS,8481500,60,100069,2018,9,11.2,2018-09-15
USGS,8481500,60,100069,2018,10,15.3,2018-10-15
USGS,8481500,60,100069,2018,11,13,2018-11-15
USGS,8481500,60,100069,2018,12,13.5,2018-12-15
USGS,8481500,60,100069,2019,1,14.8,2019-01-15
USGS,8481500,60,100069,2019,2,14.7,2019-02-15
USGS,8481500,60,100069,2019,3,9.71,2019-03-15
USGS,8481500,60,100069,2019,4,9.88,2019-04-15
USGS,8481500,60,100069,2019,5,10.7,2019-05-15
USGS,8481500,60,100069,2019,6,8.06,2019-06-15
USGS,8481500,60,100069,2019,7,7.16,2019-07-15
USGS,8481500,60,100069,2019,8,8.31,2019-08-15
USGS,8481500,60,100069,2019,9,8.73,2019-09-15
USGS,8481500,60,100069,2019,10,8.56,2019-10-15
USGS,8481500,60,100069,2019,11,9.73,2019-11-15
USGS,8481500,60,100069,2019,12,13.2,2019-12-15
USGS,8481500,60,100069,2020,1,13.6,2020-01-15
USGS,8481500,60,100069,2020,2,13.6,2020-02-15
USGS,8481500,60,100069,2020,3,13,2020-03-15
USGS,8481500,60,100069,2020,4,10.8,2020-04-15
USGS,8481500,60,100069,2020,5,8.21,2020-05-15
USGS,8481500,60,100069,2020,6,8.74,2020-06-15
USGS,8481500,60,100069,2020,7,10.8,2020-07-15
USGS,8481500,60,100069,2020,8,10.4,2020-08-15
USGS,8481500,60,100069,2020,9,8.79,2020-09-15
USGS,8481500,60,100069,2020,10,9.76,2020-10-15
USGS,8481500,60,100069,2020,11,9.96,2020-11-15
USGS,8481500,60,100069,2020,12,10.3,2020-12-15
USGS,8481500,60,100069,2021,1,10.7,2021-01-15
USGS,8481500,60,100069,2021,2,10.8,2021-02-15
USGS,8481500,60,100069,2021,3,10.4,2021-03-15
USGS,8481500,60,100069,2021,4,10.5,2021-04-15